REGNNUMB,SUBJCODE,SUBJUNCD,SUBJNAME,DEGRCODE,DEGRNAME,DELIVERY_MODE,CURRSEMS,INTNMARK,EXT_MARK,TOTAL,GRADE,TYPE,RES_STAT,UNIVERSITY,RESULT_SYSTEM
20242040004,51016,DCA5106,Data Structures & DBMS Laboratory,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,19,45,64,B+,CT-ODL,PASS,AUCDE,CBCS
20242040005,51011,DCA5101,Mathematical Foundations of Computer Science,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,26,35,61,B+,CT-ODL,PASS,AUCDE,CBCS
20242040005,51012,DCA5102,Advanced Data Structures & Algorithms,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,21,36,57,B,CT-ODL,PASS,AUCDE,CBCS
20242040005,51013,DCA5103,Database Management Systems & Distributed NoSQL,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,28,43,71,A,CT-ODL,PASS,AUCDE,CBCS
20242040005,51014,DCA5104,Python Programming & Scripting Paradigms,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,26,43,69,B+,CT-ODL,PASS,AUCDE,CBCS
20242040005,51015,DCA5105,Software Engineering & Agile Methodologies,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,28,44,72,A,CT-ODL,PASS,AUCDE,CBCS
20242040005,51016,DCA5106,Data Structures & DBMS Laboratory,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,25,37,62,B+,CT-ODL,PASS,AUCDE,CBCS
20242040006,51011,DCA5101,Mathematical Foundations of Computer Science,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,27,41,68,B+,CT-ODL,PASS,AUCDE,CBCS
20242040006,51012,DCA5102,Advanced Data Structures & Algorithms,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,25,35,60,B+,CT-ODL,PASS,AUCDE,CBCS
20242040006,51013,DCA5103,Database Management Systems & Distributed NoSQL,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,28,28,56,B,CT-ODL,PASS,AUCDE,CBCS
20242040006,51014,DCA5104,Python Programming & Scripting Paradigms,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,28,42,70,A,CT-ODL,PASS,AUCDE,CBCS
20242040006,51015,DCA5105,Software Engineering & Agile Methodologies,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,18,34,52,B,CT-ODL,PASS,AUCDE,CBCS
20242040006,51016,DCA5106,Data Structures & DBMS Laboratory,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,26,63,89,A+,CT-ODL,PASS,AUCDE,CBCS
20242040007,51011,DCA5101,Mathematical Foundations of Computer Science,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,22,59,81,A+,CT-ODL,PASS,AUCDE,CBCS
20242040007,51012,DCA5102,Advanced Data Structures & Algorithms,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,20,29,49,C,CT-ODL,PASS,AUCDE,CBCS
20242040007,51013,DCA5103,Database Management Systems & Distributed NoSQL,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,23,45,68,B+,CT-ODL,PASS,AUCDE,CBCS
20242040007,51014,DCA5104,Python Programming & Scripting Paradigms,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,22,52,74,A,CT-ODL,PASS,AUCDE,CBCS
20242040007,51015,DCA5105,Software Engineering & Agile Methodologies,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,23,36,59,B,CT-ODL,PASS,AUCDE,CBCS
20242040007,51016,DCA5106,Data Structures & DBMS Laboratory,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,16,57,73,A,CT-ODL,PASS,AUCDE,CBCS
20242040008,51011,DCA5101,Mathematical Foundations of Computer Science,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,16,61,77,A,CT-ODL,PASS,AUCDE,CBCS
20242040008,51012,DCA5102,Advanced Data Structures & Algorithms,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,22,60,82,A+,CT-ODL,PASS,AUCDE,CBCS
20242040008,51013,DCA5103,Database Management Systems & Distributed NoSQL,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,18,35,53,B,CT-ODL,PASS,AUCDE,CBCS
20242040008,51014,DCA5104,Python Programming & Scripting Paradigms,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,18,53,71,A,CT-ODL,PASS,AUCDE,CBCS
20242040008,51015,DCA5105,Software Engineering & Agile Methodologies,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,23,34,57,B,CT-ODL,PASS,AUCDE,CBCS
20242040008,51016,DCA5106,Data Structures & DBMS Laboratory,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,20,42,62,B+,CT-ODL,PASS,AUCDE,CBCS
20242040009,51011,DCA5101,Mathematical Foundations of Computer Science,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,18,28,46,C,CT-ODL,PASS,AUCDE,CBCS
20242040009,51012,DCA5102,Advanced Data Structures & Algorithms,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,17,37,54,B,CT-ODL,PASS,AUCDE,CBCS
20242040009,51013,DCA5103,Database Management Systems & Distributed NoSQL,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,25,43,68,B+,CT-ODL,PASS,AUCDE,CBCS
20242040009,51014,DCA5104,Python Programming & Scripting Paradigms,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,27,40,67,B+,CT-ODL,PASS,AUCDE,CBCS
20242040009,51015,DCA5105,Software Engineering & Agile Methodologies,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,23,30,53,B,CT-ODL,PASS,AUCDE,CBCS
20242040009,51016,DCA5106,Data Structures & DBMS Laboratory,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,19,33,52,B,CT-ODL,PASS,AUCDE,CBCS
20242040010,51011,DCA5101,Mathematical Foundations of Computer Science,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,17,50,67,B+,CT-ODL,PASS,AUCDE,CBCS
20242040010,51012,DCA5102,Advanced Data Structures & Algorithms,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,23,45,68,B+,CT-ODL,PASS,AUCDE,CBCS
20242040010,51013,DCA5103,Database Management Systems & Distributed NoSQL,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,23,41,64,B+,CT-ODL,PASS,AUCDE,CBCS
20242040010,51014,DCA5104,Python Programming & Scripting Paradigms,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,24,59,83,A+,CT-ODL,PASS,AUCDE,CBCS
20242040010,51015,DCA5105,Software Engineering & Agile Methodologies,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,25,56,81,A+,CT-ODL,PASS,AUCDE,CBCS
20242040010,51016,DCA5106,Data Structures & DBMS Laboratory,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,16,58,74,A,CT-ODL,PASS,AUCDE,CBCS
20242040011,51011,DCA5101,Mathematical Foundations of Computer Science,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,25,46,71,A,CT-ODL,PASS,AUCDE,CBCS
20242040011,51012,DCA5102,Advanced Data Structures & Algorithms,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,16,36,52,B,CT-ODL,PASS,AUCDE,CBCS
20242040011,51013,DCA5103,Database Management Systems & Distributed NoSQL,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,25,53,78,A,CT-ODL,PASS,AUCDE,CBCS
20242040011,51014,DCA5104,Python Programming & Scripting Paradigms,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,15,27,42,C,CT-ODL,PASS,AUCDE,CBCS
20242040011,51015,DCA5105,Software Engineering & Agile Methodologies,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,28,51,79,A,CT-ODL,PASS,AUCDE,CBCS
20242040011,51016,DCA5106,Data Structures & DBMS Laboratory,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,18,39,57,B,CT-ODL,PASS,AUCDE,CBCS
20242040012,51011,DCA5101,Mathematical Foundations of Computer Science,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,17,61,78,A,CT-ODL,PASS,AUCDE,CBCS
20242040012,51012,DCA5102,Advanced Data Structures & Algorithms,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,26,54,80,A+,CT-ODL,PASS,AUCDE,CBCS
20242040012,51013,DCA5103,Database Management Systems & Distributed NoSQL,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,20,58,78,A,CT-ODL,PASS,AUCDE,CBCS
20242040012,51014,DCA5104,Python Programming & Scripting Paradigms,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,21,38,59,B,CT-ODL,PASS,AUCDE,CBCS
20242040012,51015,DCA5105,Software Engineering & Agile Methodologies,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,15,55,70,A,CT-ODL,PASS,AUCDE,CBCS
20242040012,51016,DCA5106,Data Structures & DBMS Laboratory,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,22,35,57,B,CT-ODL,PASS,AUCDE,CBCS
20242040013,51011,DCA5101,Mathematical Foundations of Computer Science,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,18,63,81,A+,CT-ODL,PASS,AUCDE,CBCS
20242040013,51012,DCA5102,Advanced Data Structures & Algorithms,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,28,41,69,B+,CT-ODL,PASS,AUCDE,CBCS
20242040013,51013,DCA5103,Database Management Systems & Distributed NoSQL,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,23,41,64,B+,CT-ODL,PASS,AUCDE,CBCS
20242040013,51014,DCA5104,Python Programming & Scripting Paradigms,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,26,57,83,A+,CT-ODL,PASS,AUCDE,CBCS
20242040013,51015,DCA5105,Software Engineering & Agile Methodologies,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,22,57,79,A,CT-ODL,PASS,AUCDE,CBCS
20242040013,51016,DCA5106,Data Structures & DBMS Laboratory,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,25,50,75,A,CT-ODL,PASS,AUCDE,CBCS
20242040014,51011,DCA5101,Mathematical Foundations of Computer Science,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,26,60,86,A+,CT-ODL,PASS,AUCDE,CBCS
20242040014,51012,DCA5102,Advanced Data Structures & Algorithms,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,20,58,78,A,CT-ODL,PASS,AUCDE,CBCS
20242040014,51013,DCA5103,Database Management Systems & Distributed NoSQL,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,24,54,78,A,CT-ODL,PASS,AUCDE,CBCS
20242040014,51014,DCA5104,Python Programming & Scripting Paradigms,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,28,58,86,A+,CT-ODL,PASS,AUCDE,CBCS
20242040014,51015,DCA5105,Software Engineering & Agile Methodologies,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,20,57,77,A,CT-ODL,PASS,AUCDE,CBCS
20242040014,51016,DCA5106,Data Structures & DBMS Laboratory,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,19,37,56,B,CT-ODL,PASS,AUCDE,CBCS
20242040015,51011,DCA5101,Mathematical Foundations of Computer Science,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,23,63,86,A+,CT-ODL,PASS,AUCDE,CBCS
20242040015,51012,DCA5102,Advanced Data Structures & Algorithms,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,27,48,75,A,CT-ODL,PASS,AUCDE,CBCS
20242040015,51013,DCA5103,Database Management Systems & Distributed NoSQL,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,16,29,45,C,CT-ODL,PASS,AUCDE,CBCS
20242040015,51014,DCA5104,Python Programming & Scripting Paradigms,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,25,44,69,B+,CT-ODL,PASS,AUCDE,CBCS
20242040015,51015,DCA5105,Software Engineering & Agile Methodologies,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,20,49,69,B+,CT-ODL,PASS,AUCDE,CBCS
20242040015,51016,DCA5106,Data Structures & DBMS Laboratory,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,20,49,69,B+,CT-ODL,PASS,AUCDE,CBCS
20242040016,51011,DCA5101,Mathematical Foundations of Computer Science,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,18,34,52,B,CT-ODL,PASS,AUCDE,CBCS
20242040016,51012,DCA5102,Advanced Data Structures & Algorithms,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,20,30,50,B,CT-ODL,PASS,AUCDE,CBCS
20242040016,51013,DCA5103,Database Management Systems & Distributed NoSQL,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,18,37,55,B,CT-ODL,PASS,AUCDE,CBCS
20242040016,51014,DCA5104,Python Programming & Scripting Paradigms,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,19,49,68,B+,CT-ODL,PASS,AUCDE,CBCS
20242040016,51015,DCA5105,Software Engineering & Agile Methodologies,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,17,58,75,A,CT-ODL,PASS,AUCDE,CBCS
20242040016,51016,DCA5106,Data Structures & DBMS Laboratory,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,26,54,80,A+,CT-ODL,PASS,AUCDE,CBCS
20242040017,51011,DCA5101,Mathematical Foundations of Computer Science,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,20,57,77,A,CT-ODL,PASS,AUCDE,CBCS
20242040017,51012,DCA5102,Advanced Data Structures & Algorithms,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,23,33,56,B,CT-ODL,PASS,AUCDE,CBCS
20242040017,51013,DCA5103,Database Management Systems & Distributed NoSQL,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,16,31,47,C,CT-ODL,PASS,AUCDE,CBCS
20242040017,51014,DCA5104,Python Programming & Scripting Paradigms,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,22,47,69,B+,CT-ODL,PASS,AUCDE,CBCS
20242040017,51015,DCA5105,Software Engineering & Agile Methodologies,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,19,53,72,A,CT-ODL,PASS,AUCDE,CBCS
20242040017,51016,DCA5106,Data Structures & DBMS Laboratory,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,28,50,78,A,CT-ODL,PASS,AUCDE,CBCS
20242040018,51011,DCA5101,Mathematical Foundations of Computer Science,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,16,60,76,A,CT-ODL,PASS,AUCDE,CBCS
20242040018,51012,DCA5102,Advanced Data Structures & Algorithms,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,26,32,58,B,CT-ODL,PASS,AUCDE,CBCS
20242040018,51013,DCA5103,Database Management Systems & Distributed NoSQL,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,28,27,55,B,CT-ODL,PASS,AUCDE,CBCS
20242040018,51014,DCA5104,Python Programming & Scripting Paradigms,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,19,28,47,C,CT-ODL,PASS,AUCDE,CBCS
20242040018,51015,DCA5105,Software Engineering & Agile Methodologies,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,23,53,76,A,CT-ODL,PASS,AUCDE,CBCS
20242040018,51016,DCA5106,Data Structures & DBMS Laboratory,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,,,,,CT-ODL,CANCELLED,AUCDE,CBCS
20242040019,51011,DCA5101,Mathematical Foundations of Computer Science,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,,,,,CT-ODL,CANCELLED,AUCDE,CBCS
20242040019,51012,DCA5102,Advanced Data Structures & Algorithms,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,15,58,73,A,CT-ODL,PASS,AUCDE,CBCS
20242040019,51013,DCA5103,Database Management Systems & Distributed NoSQL,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,24,47,71,A,CT-ODL,PASS,AUCDE,CBCS
20242040019,51014,DCA5104,Python Programming & Scripting Paradigms,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,20,33,53,B,CT-ODL,PASS,AUCDE,CBCS
20242040019,51015,DCA5105,Software Engineering & Agile Methodologies,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,16,36,52,B,CT-ODL,PASS,AUCDE,CBCS
20242040019,51016,DCA5106,Data Structures & DBMS Laboratory,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,23,28,51,B,CT-ODL,PASS,AUCDE,CBCS
20242040020,51011,DCA5101,Mathematical Foundations of Computer Science,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,23,55,78,A,CT-ODL,PASS,AUCDE,CBCS
20242040020,51012,DCA5102,Advanced Data Structures & Algorithms,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,16,30,46,C,CT-ODL,PASS,AUCDE,CBCS
20242040020,51013,DCA5103,Database Management Systems & Distributed NoSQL,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,20,35,55,B,CT-ODL,PASS,AUCDE,CBCS
20242040020,51014,DCA5104,Python Programming & Scripting Paradigms,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,23,43,66,B+,CT-ODL,PASS,AUCDE,CBCS
20242040020,51015,DCA5105,Software Engineering & Agile Methodologies,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,17,56,73,A,CT-ODL,PASS,AUCDE,CBCS
20242040020,51016,DCA5106,Data Structures & DBMS Laboratory,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,26,60,86,A+,CT-ODL,PASS,AUCDE,CBCS
20242040021,51011,DCA5101,Mathematical Foundations of Computer Science,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,16,33,49,C,CT-ODL,PASS,AUCDE,CBCS
20242040021,51012,DCA5102,Advanced Data Structures & Algorithms,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,16,44,60,B+,CT-ODL,PASS,AUCDE,CBCS
20242040021,51013,DCA5103,Database Management Systems & Distributed NoSQL,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,23,50,73,A,CT-ODL,PASS,AUCDE,CBCS
20242040021,51014,DCA5104,Python Programming & Scripting Paradigms,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,26,47,73,A,CT-ODL,PASS,AUCDE,CBCS
20242040021,51015,DCA5105,Software Engineering & Agile Methodologies,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,21,50,71,A,CT-ODL,PASS,AUCDE,CBCS
20242040021,51016,DCA5106,Data Structures & DBMS Laboratory,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,20,41,61,B+,CT-ODL,PASS,AUCDE,CBCS
20242040022,51011,DCA5101,Mathematical Foundations of Computer Science,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,25,58,83,A+,CT-ODL,PASS,AUCDE,CBCS
20242040022,51012,DCA5102,Advanced Data Structures & Algorithms,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,26,64,90,O,CT-ODL,PASS,AUCDE,CBCS
20242040022,51013,DCA5103,Database Management Systems & Distributed NoSQL,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,24,39,63,B+,CT-ODL,PASS,AUCDE,CBCS
20242040022,51014,DCA5104,Python Programming & Scripting Paradigms,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,28,35,63,B+,CT-ODL,PASS,AUCDE,CBCS
20242040022,51015,DCA5105,Software Engineering & Agile Methodologies,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,27,44,71,A,CT-ODL,PASS,AUCDE,CBCS
20242040022,51016,DCA5106,Data Structures & DBMS Laboratory,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,24,36,60,B+,CT-ODL,PASS,AUCDE,CBCS
20242040023,51011,DCA5101,Mathematical Foundations of Computer Science,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,20,28,48,C,CT-ODL,PASS,AUCDE,CBCS
20242040023,51012,DCA5102,Advanced Data Structures & Algorithms,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,23,50,73,A,CT-ODL,PASS,AUCDE,CBCS
20242040023,51013,DCA5103,Database Management Systems & Distributed NoSQL,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,28,41,69,B+,CT-ODL,PASS,AUCDE,CBCS
20242040023,51014,DCA5104,Python Programming & Scripting Paradigms,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,22,57,79,A,CT-ODL,PASS,AUCDE,CBCS
20242040023,51015,DCA5105,Software Engineering & Agile Methodologies,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,22,39,61,B+,CT-ODL,PASS,AUCDE,CBCS
20242040023,51016,DCA5106,Data Structures & DBMS Laboratory,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,27,34,61,B+,CT-ODL,PASS,AUCDE,CBCS
20242040024,51011,DCA5101,Mathematical Foundations of Computer Science,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,27,55,82,A+,CT-ODL,PASS,AUCDE,CBCS
20242040024,51012,DCA5102,Advanced Data Structures & Algorithms,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,22,39,61,B+,CT-ODL,PASS,AUCDE,CBCS
20242040024,51013,DCA5103,Database Management Systems & Distributed NoSQL,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,15,48,63,B+,CT-ODL,PASS,AUCDE,CBCS
20242040024,51014,DCA5104,Python Programming & Scripting Paradigms,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,28,42,70,A,CT-ODL,PASS,AUCDE,CBCS
20242040024,51015,DCA5105,Software Engineering & Agile Methodologies,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,15,44,59,B,CT-ODL,PASS,AUCDE,CBCS
20242040024,51016,DCA5106,Data Structures & DBMS Laboratory,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,22,53,75,A,CT-ODL,PASS,AUCDE,CBCS
20242040025,51011,DCA5101,Mathematical Foundations of Computer Science,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,20,53,73,A,CT-ODL,PASS,AUCDE,CBCS
20242040025,51012,DCA5102,Advanced Data Structures & Algorithms,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,28,35,63,B+,CT-ODL,PASS,AUCDE,CBCS
20242040025,51013,DCA5103,Database Management Systems & Distributed NoSQL,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,26,30,56,B,CT-ODL,PASS,AUCDE,CBCS
20242040025,51014,DCA5104,Python Programming & Scripting Paradigms,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,27,50,77,A,CT-ODL,PASS,AUCDE,CBCS
20242040025,51015,DCA5105,Software Engineering & Agile Methodologies,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,24,35,59,B,CT-ODL,PASS,AUCDE,CBCS
20242040025,51016,DCA5106,Data Structures & DBMS Laboratory,610,MCA - Master of Computer Applications (ODL),OFFLINE,1,21,40,61,B+,CT-ODL,PASS,AUCDE,CBCS
20242040001,51021,DCA5201,Cloud Computing & Virtualization Architecture,610,MCA - Master of Computer Applications (ODL),OFFLINE,2,17,53,70,A,END-ODL,PASS,AUCDE,CBCS
20242040001,51022,DCA5202,Web Technologies & Modern Full-Stack Development,610,MCA - Master of Computer Applications (ODL),OFFLINE,2,16,38,54,B,END-ODL,PASS,AUCDE,CBCS
20242040001,51023,DCA5203,Machine Learning & AI Foundations,610,MCA - Master of Computer Applications (ODL),OFFLINE,2,16,29,45,C,END-ODL,PASS,AUCDE,CBCS
20242040001,51024,DCA5204,Object Oriented Programming with Java,610,MCA - Master of Computer Applications (ODL),OFFLINE,2,18,46,64,B+,END-ODL,PASS,AUCDE,CBCS
20242040001,51025,DCA5205,Full Stack Web Development Laboratory,610,MCA - Master of Computer Applications (ODL),OFFLINE,2,23,40,63,B+,END-ODL,PASS,AUCDE,CBCS
20242040002,51021,DCA5201,Cloud Computing & Virtualization Architecture,610,MCA - Master of Computer Applications (ODL),OFFLINE,2,20,42,62,B+,END-ODL,PASS,AUCDE,CBCS
20242040002,51022,DCA5202,Web Technologies & Modern Full-Stack Development,610,MCA - Master of Computer Applications (ODL),OFFLINE,2,19,38,57,B,END-ODL,PASS,AUCDE,CBCS
20242040002,51023,DCA5203,Machine Learning & AI Foundations,610,MCA - Master of Computer Applications (ODL),OFFLINE,2,17,36,53,B,END-ODL,PASS,AUCDE,CBCS
20242040002,51024,DCA5204,Object Oriented Programming with Java,610,MCA - Master of Computer Applications (ODL),OFFLINE,2,19,28,47,C,END-ODL,PASS,AUCDE,CBCS
20242040002,51025,DCA5205,Full Stack Web Development Laboratory,610,MCA - Master of Computer Applications (ODL),OFFLINE,2,17,57,74,A,END-ODL,PASS,AUCDE,CBCS
20242040003,51021,DCA5201,Cloud Computing & Virtualization Architecture,610,MCA - Master of Computer Applications (ODL),OFFLINE,2,24,64,88,A+,END-ODL,PASS,AUCDE,CBCS
20242040003,51022,DCA5202,Web Technologies & Modern Full-Stack Development,610,MCA - Master of Computer Applications (ODL),OFFLINE,2,27,52,79,A,END-ODL,PASS,AUCDE,CBCS
20242040003,51023,DCA5203,Machine Learning & AI Foundations,610,MCA - Master of Computer Applications (ODL),OFFLINE,2,28,36,64,B+,END-ODL,PASS,AUCDE,CBCS
20242040003,51024,DCA5204,Object Oriented Programming with Java,610,MCA - Master of Computer Applications (ODL),OFFLINE,2,21,50,71,A,END-ODL,PASS,AUCDE,CBCS
20242040003,51025,DCA5205,Full Stack Web Development Laboratory,610,MCA - Master of Computer Applications (ODL),OFFLINE,2,26,55,81,A+,END-ODL,PASS,AUCDE,CBCS
20242040004,51021,DCA5201,Cloud Computing & Virtualization Architecture,610,MCA - Master of Computer Applications (ODL),OFFLINE,2,26,37,63,B+,END-ODL,PASS,AUCDE,CBCS
20242040004,51022,DCA5202,Web Technologies & Modern Full-Stack Development,610,MCA - Master of Computer Applications (ODL),OFFLINE,2,28,59,87,A+,END-ODL,PASS,AUCDE,CBCS
20242040004,51023,DCA5203,Machine Learning & AI Foundations,610,MCA - Master of Computer Applications (ODL),OFFLINE,2,22,48,70,A,END-ODL,PASS,AUCDE,CBCS
20242040004,51024,DCA5204,Object Oriented Programming with Java,610,MCA - Master of Computer Applications (ODL),OFFLINE,2,18,34,52,B,END-ODL,PASS,AUCDE,CBCS
20242040004,51025,DCA5205,Full Stack Web Development Laboratory,610,MCA - Master of Computer Applications (ODL),OFFLINE,2,16,43,59,B,END-ODL,PASS,AUCDE,CBCS
20242040005,51021,DCA5201,Cloud Computing & Virtualization Architecture,610,MCA - Master of Computer Applications (ODL),OFFLINE,2,25,44,69,B+,END-ODL,PASS,AUCDE,CBCS
20242040005,51022,DCA5202,Web Technologies & Modern Full-Stack Development,610,MCA - Master of Computer Applications (ODL),OFFLINE,2,28,32,60,B+,END-ODL,PASS,AUCDE,CBCS
20242040005,51023,DCA5203,Machine Learning & AI Foundations,610,MCA - Master of Computer Applications (ODL),OFFLINE,2,16,38,54,B,END-ODL,PASS,AUCDE,CBCS
20242040005,51024,DCA5204,Object Oriented Programming with Java,610,MCA - Master of Computer Applications (ODL),OFFLINE,2,24,27,51,B,END-ODL,PASS,AUCDE,CBCS
20242040005,51025,DCA5205,Full Stack Web Development Laboratory,610,MCA - Master of Computer Applications (ODL),OFFLINE,2,19,51,70,A,END-ODL,PASS,AUCDE,CBCS
20242040006,51021,DCA5201,Cloud Computing & Virtualization Architecture,610,MCA - Master of Computer Applications (ODL),OFFLINE,2,18,38,56,B,END-ODL,PASS,AUCDE,CBCS
20242040006,51022,DCA5202,Web Technologies & Modern Full-Stack Development,610,MCA - Master of Computer Applications (ODL),OFFLINE,2,28,36,64,B+,END-ODL,PASS,AUCDE,CBCS
20242040006,51023,DCA5203,Machine Learning & AI Foundations,610,MCA - Master of Computer Applications (ODL),OFFLINE,2,19,33,52,B,END-ODL,PASS,AUCDE,CBCS
